CrimeNumber,CrimeRegisteredDate,BriefFacts,CaseStatus,CrimeMajorHead,CrimeMinorHead,PoliceStation,District,Latitude,Longitude,CaseStatusID,CategoryID,GravityID,CrimeHeadID,CrimeSubHeadID,UnitID,DistrictID,OfficerID
KSP/DIS001/2026/05426,2026-03-23,"Burglary reported at Electronic City Police Station, Bengaluru Urban. Brief: Overnight trespass and property theft. Incident occurred near Electronic City Police Station, Bengaluru Urban, Karnataka.",Charge Sheeted,Property Crime,Burglary,Electronic City Police Station,Bengaluru Urban,13.0316,77.6546,CS002,CAT002,GR001,CH002,CSH008,U008,DIS001,OFF012
KSP/DIS002/2026/05427,2026-04-24,"Robbery reported at Bengaluru Rural Cyber Crime PS, Bengaluru Rural. Brief: Armed robbery using force or coercion. Incident occurred near Bengaluru Rural Cyber Crime PS, Bengaluru Rural, Karnataka.",Pending Trial,Property Crime,Robbery,Bengaluru Rural Cyber Crime PS,Bengaluru Rural,13.2267,77.5760,CS003,CAT003,GR002,CH002,CSH009,U012,DIS002,OFF037
KSP/DIS003/2026/05428,2026-05-25,"Chain Snatching reported at Ramanagara Traffic PS, Ramanagara. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Ramanagara Traffic PS, Ramanagara, Karnataka.",Convicted,Property Crime,Chain Snatching,Ramanagara Traffic PS,Ramanagara,12.7299,77.2952,CS004,CAT004,GR003,CH002,CSH010,U017,DIS003,OFF053
KSP/DIS004/2026/05429,2026-06-26,"Cyber Crime reported at Chikkaballapura Town PS, Chikkaballapura. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Chikkaballapura Town PS, Chikkaballapura, Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Chikkaballapura Town PS,Chikkaballapura,13.4145,77.7105,CS005,CAT001,GR004,CH004,CSH011,U018,DIS004,OFF069
KSP/DIS005/2026/05430,2026-07-27,"UPI Fraud reported at Kolar Central PS, Kolar. Brief: Fake QR code or deceptive payment request. Incident occurred near Kolar Central PS, Kolar, Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Kolar Central PS,Kolar,13.1287,78.1211,CS006,CAT002,GR005,CH004,CSH012,U023,DIS005,OFF085
KSP/DIS006/2026/05431,2026-08-28,"Online Banking Fraud reported at Tumakuru Cyber Crime PS, Tumakuru. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Tumakuru Cyber Crime PS, Tumakuru, Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Tumakuru Cyber Crime PS,Tumakuru,13.3442,77.1065,CS001,CAT003,GR001,CH004,CSH013,U028,DIS006,OFF086
KSP/DIS007/2026/05432,2026-09-01,"Identity Theft reported at Shivamogga Traffic PS, Shivamogga. Brief: SIM swap or stolen credential impersonation. Incident occurred near Shivamogga Traffic PS, Shivamogga, Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Shivamogga Traffic PS,Shivamogga,13.9479,75.5861,CS002,CAT004,GR002,CH004,CSH014,U033,DIS007,OFF102
KSP/DIS008/2026/05433,2026-10-02,"ATM Fraud reported at Chitradurga Town PS, Chitradurga. Brief: ATM skimming device or card cloning. Incident occurred near Chitradurga Town PS, Chitradurga, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Chitradurga Town PS,Chitradurga,14.2081,76.3810,CS003,CAT001,GR003,CH004,CSH015,U034,DIS008,OFF118
KSP/DIS009/2026/05434,2026-11-03,"Rape reported at Davanagere Central PS, Davanagere. Brief: Penal Code Section 376 prosecution. Incident occurred near Davanagere Central PS, Davanagere, Karnataka.",Convicted,Crime Against Women & Children,Rape,Davanagere Central PS,Davanagere,14.4604,75.9178,CS004,CAT002,GR004,CH005,CSH016,U039,DIS009,OFF134
KSP/DIS010/2026/05435,2026-12-04,"Sexual Assault reported at Mysuru Cyber Crime PS, Mysuru. Brief: Outraging modesty and sexual harassment. Incident occurred near Mysuru Cyber Crime PS, Mysuru, Karnataka.",Acquitted,Crime Against Women & Children,Sexual Assault,Mysuru Cyber Crime PS,Mysuru,12.3048,76.6484,CS005,CAT003,GR005,CH005,CSH017,U044,DIS010,OFF150
KSP/DIS011/2026/05436,2026-01-05,"POCSO reported at Mandya Traffic PS, Mandya. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Mandya Traffic PS, Mandya, Karnataka.",Closed / Undetected,Crime Against Women & Children,POCSO,Mandya Traffic PS,Mandya,12.5438,76.9171,CS006,CAT004,GR001,CH005,CSH018,U049,DIS011,OFF166
KSP/DIS012/2026/05437,2026-02-06,"Domestic Violence reported at Hassan Town PS, Hassan. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Hassan Town PS, Hassan, Karnataka.",Under Investigation,Crime Against Women & Children,Domestic Violence,Hassan Town PS,Hassan,12.9903,76.0874,CS001,CAT001,GR002,CH005,CSH019,U050,DIS012,OFF182
KSP/DIS013/2026/05438,2026-03-07,"Illegal Weapons reported at Chamarajanagara Central PS, Chamarajanagara. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Chamarajanagara Central PS, Chamarajanagara, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Illegal Weapons,Chamarajanagara Central PS,Chamarajanagara,11.9261,76.9437,CS002,CAT002,GR003,CH007,CSH020,U055,DIS013,OFF198
KSP/DIS014/2026/05439,2026-04-08,"Drug Trafficking reported at Kodagu Cyber Crime PS, Kodagu. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Kodagu Cyber Crime PS, Kodagu, Karnataka.",Pending Trial,Narcotics & Contraband,Drug Trafficking,Kodagu Cyber Crime PS,Kodagu,12.4374,75.7512,CS003,CAT003,GR004,CH006,CSH021,U060,DIS014,OFF214
KSP/DIS015/2026/05440,2026-05-09,"Human Trafficking reported at Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru). Brief: Forced labor or trafficking rescue operation. Incident occurred near Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru), Karnataka.",Convicted,Organized Crime & Extortion,Human Trafficking,Dakshina Kannada (Mangaluru) Traffic PS,Dakshina Kannada (Mangaluru),12.9401,74.8820,CS004,CAT004,GR005,CH007,CSH022,U065,DIS015,OFF230
KSP/DIS016/2026/05441,2026-06-10,"Gambling reported at Udupi Town PS, Udupi. Brief: Illegal betting & Matka operation bust. Incident occurred near Udupi Town PS, Udupi, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Gambling,Udupi Town PS,Udupi,13.3319,74.7331,CS005,CAT001,GR001,CH012,CSH023,U066,DIS016,OFF246
KSP/DIS017/2026/05442,2026-07-11,"Wildlife Crime reported at Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar). Brief: Poaching of protected species or ivory seizure. Incident occurred near Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar), Karnataka.",Closed / Undetected,Environmental & Forest Crime,Wildlife Crime,Uttara Kannada (Karwar) Central PS,Uttara Kannada (Karwar),14.8225,74.1343,CS006,CAT002,GR002,CH009,CSH024,U071,DIS017,OFF262
KSP/DIS018/2026/05443,2026-08-12,"Forest Crime reported at Belagavi Cyber Crime PS, Belagavi. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Belagavi Cyber Crime PS, Belagavi, Karnataka.",Under Investigation,Environmental & Forest Crime,Forest Crime,Belagavi Cyber Crime PS,Belagavi,15.8667,74.5147,CS001,CAT003,GR003,CH009,CSH025,U076,DIS018,OFF278
KSP/DIS019/2026/05444,2026-09-13,"Terror Related Activity reported at Dharwad Traffic PS, Dharwad. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Dharwad Traffic PS, Dharwad, Karnataka.",Charge Sheeted,Terror & National Security,Terror Related Activity,Dharwad Traffic PS,Dharwad,15.4889,75.0378,CS002,CAT004,GR004,CH010,CSH026,U081,DIS019,OFF294
KSP/DIS020/2026/05445,2026-10-14,"Corruption reported at Hubballi City Town PS, Hubballi City. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Hubballi City Town PS, Hubballi City, Karnataka.",Pending Trial,Economic & White Collar Offence,Corruption,Hubballi City Town PS,Hubballi City,15.3597,75.1190,CS003,CAT001,GR005,CH008,CSH027,U082,DIS020,OFF310
KSP/DIS021/2026/05446,2026-11-15,"Economic Offence reported at Gadag Central PS, Gadag. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Gadag Central PS, Gadag, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Gadag Central PS,Gadag,15.4399,75.6398,CS004,CAT002,GR001,CH008,CSH028,U087,DIS021,OFF311
KSP/DIS022/2026/05447,2026-12-16,"White Collar Crime reported at Haveri Cyber Crime PS, Haveri. Brief: Corporate embezzlement or insider fraud. Incident occurred near Haveri Cyber Crime PS, Haveri, Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Haveri Cyber Crime PS,Haveri,14.8156,75.4207,CS005,CAT003,GR002,CH008,CSH029,U092,DIS022,OFF327
KSP/DIS023/2026/05448,2026-01-17,"Smuggling reported at Vijayapura Traffic PS, Vijayapura. Brief: Contraband gold or red sanders interception. Incident occurred near Vijayapura Traffic PS, Vijayapura, Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Vijayapura Traffic PS,Vijayapura,16.8642,75.7440,CS006,CAT004,GR003,CH007,CSH030,U097,DIS023,OFF343
KSP/DIS024/2026/05449,2026-02-18,"Extortion reported at Bagalkote Town PS, Bagalkote. Brief: Demanding protection money under threat. Incident occurred near Bagalkote Town PS, Bagalkote, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Bagalkote Town PS,Bagalkote,16.1843,75.6953,CS001,CAT001,GR004,CH007,CSH031,U098,DIS024,OFF359
KSP/DIS025/2026/05450,2026-03-19,"Blackmail reported at Kalaburagi Central PS, Kalaburagi. Brief: Chantaje or extortion via compromised media. Incident occurred near Kalaburagi Central PS, Kalaburagi, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Kalaburagi Central PS,Kalaburagi,17.3417,76.8463,CS002,CAT002,GR005,CH007,CSH032,U103,DIS025,OFF375
KSP/DIS026/2026/05451,2026-04-20,"Counterfeit Currency reported at Bidar Cyber Crime PS, Bidar. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Bidar Cyber Crime PS, Bidar, Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Bidar Cyber Crime PS,Bidar,17.9354,77.5449,CS003,CAT003,GR001,CH008,CSH033,U108,DIS026,OFF391
KSP/DIS027/2026/05452,2026-05-21,"Fake Documents reported at Raichur Traffic PS, Raichur. Brief: Forgery of land title deeds or government IDs. Incident occurred near Raichur Traffic PS, Raichur, Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Raichur Traffic PS,Raichur,16.2456,77.3843,CS004,CAT004,GR002,CH008,CSH034,U113,DIS027,OFF407
KSP/DIS028/2026/05453,2026-06-22,"Hit and Run reported at Koppal Town PS, Koppal. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Koppal Town PS, Koppal, Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Koppal Town PS,Koppal,15.3535,76.1588,CS005,CAT001,GR003,CH011,CSH035,U114,DIS028,OFF423
KSP/DIS029/2026/05454,2026-07-23,"Road Accident reported at Yadgir Central PS, Yadgir. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Yadgir Central PS, Yadgir, Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Yadgir Central PS,Yadgir,16.7838,77.1512,CS006,CAT002,GR004,CH011,CSH036,U119,DIS029,OFF439
KSP/DIS030/2026/05455,2026-08-24,"Fire Incident reported at Ballari Cyber Crime PS, Ballari. Brief: Industrial or residential fire accident inquiry. Incident occurred near Ballari Cyber Crime PS, Ballari, Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Ballari Cyber Crime PS,Ballari,15.1684,76.9504,CS001,CAT003,GR005,CH012,CSH037,U124,DIS030,OFF455
KSP/DIS031/2026/05456,2026-09-25,"Unknown Dead Body reported at Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete). Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete), Karnataka.",Charge Sheeted,Public Disturbance & Miscellaneous,Unknown Dead Body,Vijayanagara (Hospete) Traffic PS,Vijayanagara (Hospete),15.3109,76.4329,CS002,CAT004,GR001,CH012,CSH038,U129,DIS031,OFF471
KSP/DIS001/2026/05457,2026-10-26,"Suicide Investigation reported at Bengaluru Urban Cyber Crime PS, Bengaluru Urban. Brief: Unnatural death and suicide note inquiry. Incident occurred near Bengaluru Urban Cyber Crime PS, Bengaluru Urban, Karnataka.",Pending Trial,Public Disturbance & Miscellaneous,Suicide Investigation,Bengaluru Urban Cyber Crime PS,Bengaluru Urban,13.0026,77.6256,CS003,CAT001,GR002,CH012,CSH039,U003,DIS001,OFF022
KSP/DIS002/2026/05458,2026-11-27,"Property Disputes reported at Bengaluru Rural Central PS, Bengaluru Rural. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Bengaluru Rural Central PS, Bengaluru Rural, Karnataka.",Convicted,Public Disturbance & Miscellaneous,Property Disputes,Bengaluru Rural Central PS,Bengaluru Rural,13.2457,77.5950,CS004,CAT002,GR003,CH012,CSH040,U011,DIS002,OFF038
KSP/DIS003/2026/05459,2026-12-28,"Public Disturbance reported at Ramanagara Cyber Crime PS, Ramanagara. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Ramanagara Cyber Crime PS, Ramanagara, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Public Disturbance,Ramanagara Cyber Crime PS,Ramanagara,12.7489,77.3142,CS005,CAT003,GR004,CH012,CSH041,U016,DIS003,OFF054
KSP/DIS004/2026/05460,2026-01-01,"Synthetic Drugs (MDMA) reported at Chikkaballapura Traffic PS, Chikkaballapura. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Chikkaballapura Traffic PS, Chikkaballapura, Karnataka.",Closed / Undetected,Narcotics & Contraband,Synthetic Drugs (MDMA),Chikkaballapura Traffic PS,Chikkaballapura,13.4815,77.7775,CS006,CAT004,GR005,CH006,CSH042,U021,DIS004,OFF070
KSP/DIS005/2026/05461,2026-02-02,"Murder reported at Kolar Town PS, Kolar. Brief: Premeditated homicide investigation. Incident occurred near Kolar Town PS, Kolar, Karnataka.",Under Investigation,Violent Crime,Murder,Kolar Town PS,Kolar,13.1477,78.1401,CS001,CAT001,GR001,CH001,CSH001,U022,DIS005,OFF071
KSP/DIS006/2026/05462,2026-03-03,"Attempt to Murder reported at Tumakuru Central PS, Tumakuru. Brief: Violent assault with deadly weapon. Incident occurred near Tumakuru Central PS, Tumakuru, Karnataka.",Charge Sheeted,Violent Crime,Attempt to Murder,Tumakuru Central PS,Tumakuru,13.3632,77.1255,CS002,CAT002,GR002,CH001,CSH002,U027,DIS006,OFF087
KSP/DIS007/2026/05463,2026-04-04,"Assault & Grievous Hurt reported at Shivamogga Cyber Crime PS, Shivamogga. Brief: Physical injury caused during gang/group clash. Incident occurred near Shivamogga Cyber Crime PS, Shivamogga, Karnataka.",Pending Trial,Violent Crime,Assault & Grievous Hurt,Shivamogga Cyber Crime PS,Shivamogga,13.9669,75.6051,CS003,CAT003,GR003,CH001,CSH003,U032,DIS007,OFF103
KSP/DIS008/2026/05464,2026-05-05,"Kidnapping reported at Chitradurga Traffic PS, Chitradurga. Brief: Abduction for ransom or coercion. Incident occurred near Chitradurga Traffic PS, Chitradurga, Karnataka.",Convicted,Violent Crime,Kidnapping,Chitradurga Traffic PS,Chitradurga,14.2751,76.4480,CS004,CAT004,GR004,CH001,CSH004,U037,DIS008,OFF119
KSP/DIS009/2026/05465,2026-06-06,"Missing Person reported at Davanagere Town PS, Davanagere. Brief: Trace & locate missing citizen petition. Incident occurred near Davanagere Town PS, Davanagere, Karnataka.",Acquitted,Violent Crime,Missing Person,Davanagere Town PS,Davanagere,14.4794,75.9368,CS005,CAT001,GR005,CH001,CSH005,U038,DIS009,OFF135
KSP/DIS010/2026/05466,2026-07-07,"Theft reported at Mysuru Central PS, Mysuru. Brief: Larceny of personal or commercial goods. Incident occurred near Mysuru Central PS, Mysuru, Karnataka.",Closed / Undetected,Property Crime,Theft,Mysuru Central PS,Mysuru,12.3238,76.6674,CS006,CAT002,GR001,CH002,CSH006,U043,DIS010,OFF151
KSP/DIS011/2026/05467,2026-08-08,"Vehicle Theft reported at Mandya Cyber Crime PS, Mandya. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Mandya Cyber Crime PS, Mandya, Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Mandya Cyber Crime PS,Mandya,12.5628,76.9361,CS001,CAT003,GR002,CH003,CSH007,U048,DIS011,OFF167
KSP/DIS012/2026/05468,2026-09-09,"Burglary reported at Hassan Traffic PS, Hassan. Brief: Overnight trespass and property theft. Incident occurred near Hassan Traffic PS, Hassan, Karnataka.",Charge Sheeted,Property Crime,Burglary,Hassan Traffic PS,Hassan,13.0573,76.1544,CS002,CAT004,GR003,CH002,CSH008,U053,DIS012,OFF183
KSP/DIS013/2026/05469,2026-10-10,"Robbery reported at Chamarajanagara Town PS, Chamarajanagara. Brief: Armed robbery using force or coercion. Incident occurred near Chamarajanagara Town PS, Chamarajanagara, Karnataka.",Pending Trial,Property Crime,Robbery,Chamarajanagara Town PS,Chamarajanagara,11.9451,76.9627,CS003,CAT001,GR004,CH002,CSH009,U054,DIS013,OFF199
KSP/DIS014/2026/05470,2026-11-11,"Chain Snatching reported at Kodagu Central PS, Kodagu. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Kodagu Central PS, Kodagu, Karnataka.",Convicted,Property Crime,Chain Snatching,Kodagu Central PS,Kodagu,12.4564,75.7702,CS004,CAT002,GR005,CH002,CSH010,U059,DIS014,OFF215
KSP/DIS015/2026/05471,2026-12-12,"Cyber Crime reported at Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru). Brief: Hacking, malware infection, IT Act violation. Incident occurred near Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru), Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Dakshina Kannada (Mangaluru) Cyber Crime PS,Dakshina Kannada (Mangaluru),12.9591,74.9010,CS005,CAT003,GR001,CH004,CSH011,U064,DIS015,OFF231
KSP/DIS016/2026/05472,2026-01-13,"UPI Fraud reported at Udupi Traffic PS, Udupi. Brief: Fake QR code or deceptive payment request. Incident occurred near Udupi Traffic PS, Udupi, Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Udupi Traffic PS,Udupi,13.3989,74.8001,CS006,CAT004,GR002,CH004,CSH012,U069,DIS016,OFF247
KSP/DIS017/2026/05473,2026-02-14,"Online Banking Fraud reported at Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar). Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar), Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Uttara Kannada (Karwar) Town PS,Uttara Kannada (Karwar),14.8415,74.1533,CS001,CAT001,GR003,CH004,CSH013,U070,DIS017,OFF263
KSP/DIS018/2026/05474,2026-03-15,"Identity Theft reported at Belagavi Central PS, Belagavi. Brief: SIM swap or stolen credential impersonation. Incident occurred near Belagavi Central PS, Belagavi, Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Belagavi Central PS,Belagavi,15.8857,74.5337,CS002,CAT002,GR004,CH004,CSH014,U075,DIS018,OFF279
KSP/DIS019/2026/05475,2026-04-16,"ATM Fraud reported at Dharwad Cyber Crime PS, Dharwad. Brief: ATM skimming device or card cloning. Incident occurred near Dharwad Cyber Crime PS, Dharwad, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Dharwad Cyber Crime PS,Dharwad,15.5079,75.0568,CS003,CAT003,GR005,CH004,CSH015,U080,DIS019,OFF295
KSP/DIS020/2026/05476,2026-05-17,"Rape reported at Hubballi City Traffic PS, Hubballi City. Brief: Penal Code Section 376 prosecution. Incident occurred near Hubballi City Traffic PS, Hubballi City, Karnataka.",Convicted,Crime Against Women & Children,Rape,Hubballi City Traffic PS,Hubballi City,15.4267,75.1860,CS004,CAT004,GR001,CH005,CSH016,U085,DIS020,OFF296
KSP/DIS021/2026/05477,2026-06-18,"Sexual Assault reported at Gadag Town PS, Gadag. Brief: Outraging modesty and sexual harassment. Incident occurred near Gadag Town PS, Gadag, Karnataka.",Acquitted,Crime Against Women & Children,Sexual Assault,Gadag Town PS,Gadag,15.4589,75.6588,CS005,CAT001,GR002,CH005,CSH017,U086,DIS021,OFF312
